============================================================
  DISK OPTIMIZATION SCRIPT - Quality Preserved
  Mode: DRY RUN (no changes)
  Log: \python\MCP\Tools\optimize_log_20260425_172012.txt
============================================================

===== STEP 1: Python __pycache__ (auto-regenerated) =====
  [DRY] Would remove __pycache__ (0.09 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\__pycache__
  [DRY] Would remove __pycache__ (0.22 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\common\__pycache__
  [DRY] Would remove __pycache__ (0.09 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rfbrushes\__pycache__
  [DRY] Would remove __pycache__ (0.13 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rfoperators\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rfoverlays\__pycache__
  [DRY] Would remove __pycache__ (0.06 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rfpanels\__pycache__
  [DRY] Would remove __pycache__ (0.01 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rfprops\__pycache__
  [DRY] Would remove __pycache__ (0.07 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_contours\__pycache__
  [DRY] Would remove __pycache__ (0.09 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_patches\__pycache__
  [DRY] Would remove __pycache__ (0.1 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_polypen\__pycache__
  [DRY] Would remove __pycache__ (0.08 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_polystrips\__pycache__
  [DRY] Would remove __pycache__ (0.06 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_relax\__pycache__
  [DRY] Would remove __pycache__ (0.14 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_strokes\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\blender\RetopoFlow_v3.4.10\retopoflow\retopoflow\rftool_tweak\__pycache__
  [DRY] Would remove __pycache__ (9.11 MB): F:\\Python\Python310\Lib\__pycache__
  [DRY] Would remove __pycache__ (1.01 MB): F:\\Python\Python310\Lib\asyncio\__pycache__
  [DRY] Would remove __pycache__ (0.13 MB): F:\\Python\Python310\Lib\collections\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\concurrent\__pycache__
  [DRY] Would remove __pycache__ (0.13 MB): F:\\Python\Python310\Lib\concurrent\futures\__pycache__
  [DRY] Would remove __pycache__ (0.11 MB): F:\\Python\Python310\Lib\ctypes\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python310\Lib\ctypes\macholib\__pycache__
  [DRY] Would remove __pycache__ (0.7 MB): F:\\Python\Python310\Lib\ctypes\test\__pycache__
  [DRY] Would remove __pycache__ (0.05 MB): F:\\Python\Python310\Lib\curses\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\Python\Python310\Lib\dbm\__pycache__
  [DRY] Would remove __pycache__ (0.67 MB): F:\\Python\Python310\Lib\distutils\__pycache__
  [DRY] Would remove __pycache__ (0.42 MB): F:\\Python\Python310\Lib\distutils\command\__pycache__
  [DRY] Would remove __pycache__ (0.6 MB): F:\\Python\Python310\Lib\distutils\tests\__pycache__
  [DRY] Would remove __pycache__ (0.71 MB): F:\\Python\Python310\Lib\email\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\Python\Python310\Lib\email\mime\__pycache__
  [DRY] Would remove __pycache__ (1.15 MB): F:\\Python\Python310\Lib\encodings\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python310\Lib\ensurepip\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\ensurepip\_bundled\__pycache__
  [DRY] Would remove __pycache__ (0.45 MB): F:\\Python\Python310\Lib\html\__pycache__
  [DRY] Would remove __pycache__ (0.38 MB): F:\\Python\Python310\Lib\http\__pycache__
  [DRY] Would remove __pycache__ (1.69 MB): F:\\Python\Python310\Lib\idlelib\__pycache__
  [DRY] Would remove __pycache__ (1.25 MB): F:\\Python\Python310\Lib\idlelib\idle_test\__pycache__
  [DRY] Would remove __pycache__ (0.33 MB): F:\\Python\Python310\Lib\importlib\__pycache__
  [DRY] Would remove __pycache__ (0.13 MB): F:\\Python\Python310\Lib\importlib\metadata\__pycache__
  [DRY] Would remove __pycache__ (0.09 MB): F:\\Python\Python310\Lib\json\__pycache__
  [DRY] Would remove __pycache__ (0.24 MB): F:\\Python\Python310\Lib\lib2to3\__pycache__
  [DRY] Would remove __pycache__ (0.28 MB): F:\\Python\Python310\Lib\lib2to3\fixes\__pycache__
  [DRY] Would remove __pycache__ (0.14 MB): F:\\Python\Python310\Lib\lib2to3\pgen2\__pycache__
  [DRY] Would remove __pycache__ (0.34 MB): F:\\Python\Python310\Lib\logging\__pycache__
  [DRY] Would remove __pycache__ (0.22 MB): F:\\Python\Python310\Lib\msilib\__pycache__
  [DRY] Would remove __pycache__ (0.62 MB): F:\\Python\Python310\Lib\multiprocessing\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python310\Lib\multiprocessing\dummy\__pycache__
  [DRY] Would remove __pycache__ (1.36 MB): F:\\Python\Python310\Lib\pydoc_data\__pycache__
  [DRY] Would remove __pycache__ (0.11 MB): F:\\Python\Python310\Lib\site-packages\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\site-packages\greenlet\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\site-packages\pip\__pycache__
  [DRY] Would remove __pycache__ (0.1 MB): F:\\Python\Python310\Lib\site-packages\pkg_resources\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\site-packages\playwright\__pycache__
  [DRY] Would remove __pycache__ (0.04 MB): F:\\Python\Python310\Lib\site-packages\pyee\__pycache__
  [DRY] Would remove __pycache__ (0.22 MB): F:\\Python\Python310\Lib\site-packages\setuptools\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python310\Lib\site-packages\_distutils_hack\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python310\Lib\sqlite3\__pycache__
  [DRY] Would remove __pycache__ (0.44 MB): F:\\Python\Python310\Lib\sqlite3\test\__pycache__
  [DRY] Would remove __pycache__ (33.93 MB): F:\\Python\Python310\Lib\test\__pycache__
  [DRY] Would remove __pycache__ (0.01 MB): F:\\Python\Python310\Lib\test\crashers\__pycache__
  [DRY] Would remove __pycache__ (0.01 MB): F:\\Python\Python310\Lib\test\dtracedata\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\test\encoded_modules\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\test\leakers\__pycache__
  [DRY] Would remove __pycache__ (0.25 MB): F:\\Python\Python310\Lib\test\libregrtest\__pycache__
  [DRY] Would remove __pycache__ (0.01 MB): F:\\Python\Python310\Lib\test\subprocessdata\__pycache__
  [DRY] Would remove __pycache__ (0.34 MB): F:\\Python\Python310\Lib\test\support\__pycache__
  [DRY] Would remove __pycache__ (2.1 MB): F:\\Python\Python310\Lib\test\test_asyncio\__pycache__
  [DRY] Would remove __pycache__ (0.29 MB): F:\\Python\Python310\Lib\test\test_capi\__pycache__
  [DRY] Would remove __pycache__ (1.39 MB): F:\\Python\Python310\Lib\test\test_email\__pycache__
  [DRY] Would remove __pycache__ (0.14 MB): F:\\Python\Python310\Lib\test\test_import\__pycache__
  [DRY] Would remove __pycache__ (0.7 MB): F:\\Python\Python310\Lib\test\test_importlib\__pycache__
  [DRY] Would remove __pycache__ (0.17 MB): F:\\Python\Python310\Lib\test\test_json\__pycache__
  [DRY] Would remove __pycache__ (0.14 MB): F:\\Python\Python310\Lib\test\test_peg_generator\__pycache__
  [DRY] Would remove __pycache__ (0.12 MB): F:\\Python\Python310\Lib\test\test_tools\__pycache__
  [DRY] Would remove __pycache__ (0.13 MB): F:\\Python\Python310\Lib\test\test_warnings\__pycache__
  [DRY] Would remove __pycache__ (0.18 MB): F:\\Python\Python310\Lib\test\test_zoneinfo\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\test\tracedmodules\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\test\typinganndata\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\test\ziptestdata\__pycache__
  [DRY] Would remove __pycache__ (0.88 MB): F:\\Python\Python310\Lib\tkinter\__pycache__
  [DRY] Would remove __pycache__ (0.08 MB): F:\\Python\Python310\Lib\tkinter\test\__pycache__
  [DRY] Would remove __pycache__ (0.19 MB): F:\\Python\Python310\Lib\turtledemo\__pycache__
  [DRY] Would remove __pycache__ (0.51 MB): F:\\Python\Python310\Lib\unittest\__pycache__
  [DRY] Would remove __pycache__ (1.14 MB): F:\\Python\Python310\Lib\unittest\test\__pycache__
  [DRY] Would remove __pycache__ (0.32 MB): F:\\Python\Python310\Lib\urllib\__pycache__
  [DRY] Would remove __pycache__ (0.04 MB): F:\\Python\Python310\Lib\venv\__pycache__
  [DRY] Would remove __pycache__ (0.13 MB): F:\\Python\Python310\Lib\wsgiref\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\xml\__pycache__
  [DRY] Would remove __pycache__ (0.33 MB): F:\\Python\Python310\Lib\xml\dom\__pycache__
  [DRY] Would remove __pycache__ (0.18 MB): F:\\Python\Python310\Lib\xml\etree\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python310\Lib\xml\parsers\__pycache__
  [DRY] Would remove __pycache__ (0.17 MB): F:\\Python\Python310\Lib\xml\sax\__pycache__
  [DRY] Would remove __pycache__ (0.17 MB): F:\\Python\Python310\Lib\xmlrpc\__pycache__
  [DRY] Would remove __pycache__ (0.07 MB): F:\\Python\Python310\Lib\zoneinfo\__pycache__
  [DRY] Would remove __pycache__ (2.77 MB): F:\\Python\Python312\Lib\__pycache__
  [DRY] Would remove __pycache__ (0.54 MB): F:\\Python\Python312\Lib\asyncio\__pycache__
  [DRY] Would remove __pycache__ (0.07 MB): F:\\Python\Python312\Lib\collections\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python312\Lib\concurrent\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\Python\Python312\Lib\concurrent\futures\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\Python\Python312\Lib\ctypes\__pycache__
  [DRY] Would remove __pycache__ (0.2 MB): F:\\Python\Python312\Lib\email\__pycache__
  [DRY] Would remove __pycache__ (0.04 MB): F:\\Python\Python312\Lib\encodings\__pycache__
  [DRY] Would remove __pycache__ (0.01 MB): F:\\Python\Python312\Lib\ensurepip\__pycache__
  [DRY] Would remove __pycache__ (0.11 MB): F:\\Python\Python312\Lib\html\__pycache__
  [DRY] Would remove __pycache__ (0.16 MB): F:\\Python\Python312\Lib\http\__pycache__
  [DRY] Would remove __pycache__ (0.93 MB): F:\\Python\Python312\Lib\idlelib\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python312\Lib\importlib\__pycache__
  [DRY] Would remove __pycache__ (0.06 MB): F:\\Python\Python312\Lib\importlib\metadata\__pycache__
  [DRY] Would remove __pycache__ (0.04 MB): F:\\Python\Python312\Lib\importlib\resources\__pycache__
  [DRY] Would remove __pycache__ (0.04 MB): F:\\Python\Python312\Lib\json\__pycache__
  [DRY] Would remove __pycache__ (0.2 MB): F:\\Python\Python312\Lib\logging\__pycache__
  [DRY] Would remove __pycache__ (0.09 MB): F:\\Python\Python312\Lib\re\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python312\Lib\site-packages\pip\__pycache__
  [DRY] Would remove __pycache__ (0.37 MB): F:\\Python\Python312\Lib\tkinter\__pycache__
  [DRY] Would remove __pycache__ (0.17 MB): F:\\Python\Python312\Lib\urllib\__pycache__
  [DRY] Would remove __pycache__ (0.03 MB): F:\\Python\Python312\Lib\venv\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python312\Lib\xml\__pycache__
  [DRY] Would remove __pycache__ (0 MB): F:\\Python\Python312\Lib\xml\parsers\__pycache__
  [DRY] Would remove __pycache__ (0.05 MB): F:\\Python\Python312\Lib\xmlrpc\__pycache__
  [DRY] Would remove __pycache__ (0.09 MB): F:\\Python\Python312\Lib\zipfile\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\Python\Python312\Lib\zipfile\_path\__pycache__
  [DRY] Would remove __pycache__ (0.01 MB): F:\ҪĶ\mcp\auto_reply\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\ʽ\FormatFactory\FFModules\python\getyoum\__pycache__
  [DRY] Would remove __pycache__ (1.74 MB): F:\\ʽ\FormatFactory\FFModules\python\lib\__pycache__
  [DRY] Would remove __pycache__ (0.02 MB): F:\\ʽ\FormatFactory\FFModules\python\pdfconvert\__pycache__
  [DRY] Would remove .pyc: \python\core\__pycache__\window_detector.cpython-312.pyc
  [DRY] Would remove .pyc: \python\gstack_core\__pycache__\github_client.cpython-312.pyc
  [DRY] Would remove .pyc: \python\gstack_core\__pycache__\gstack_core.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\automated_testing\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\automated_testing\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\automated_workflow\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\automated_workflow\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\background_process_manager\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\background_process_manager\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\claude_code\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\claude_code\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\continuous_integration\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\continuous_integration\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\dify_platform\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\dify_platform\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\github_api_manager\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\github_api_manager\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\github_project_search\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\github_project_search\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\java_guide\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\java_guide\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\mempalace\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\mempalace\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\n8n_workflow\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\n8n_workflow\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\open_webui\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\open_webui\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\software_location_manager\__pycache__\skill.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\software_location_manager\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\__pycache__\base.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\skills\__pycache__\__init__.cpython-312.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\__pycache__\knowledge_base.cpython-310.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\__pycache__\nl_router.cpython-310.pyc
  [DRY] Would remove .pyc: \python\MCP_Core\__pycache__\resource_manager.cpython-312.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\comfy\__pycache__\model_management.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\comfy\__pycache__\__init__.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\custom_nodes\ComfyUI_essentials\__pycache__\__init__.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\custom_nodes\ComfyUI_Flowty_TripoSR\__pycache__\__init__.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\__pycache__\folder_paths.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\__pycache__\nodes.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\AI\ComfyUI\__pycache__\server.cpython-311.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\Umi-OCR_Paddle_v2.1.5\UmiOCR-data\py_src\__pycache__\run.cpython-38.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\Umi-OCR_Paddle_v2.1.5\UmiOCR-data\site-packages\__pycache__\six.cpython-38.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\VoiceXiaoai\lib\asyncio\base_events.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\VoiceXiaoai\lib\asyncio\base_futures.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\VoiceXiaoai\lib\asyncio\base_subprocess.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\VoiceXiaoai\lib\asyncio\base_tasks.pyc
  [DRY] Would remove .pyc: %SOFTWARE_DIR%\GJ\VoiceXiaoai\lib\asyncio\constants.pyc
